9300,1021000,9300,2308300,9300,989700,,merge Sort Time(already sorted), time shuffled, time reversed
9400,1659200,9400,2442700,9400,975500,,merge Sort Time(already sorted), time shuffled, time reversed
9500,992600,9500,1939100,9500,1032500,,merge Sort Time(already sorted), time shuffled, time reversed
9600,1587200,9600,2786900,9600,2020800,,merge Sort Time(already sorted), time shuffled, time reversed
9700,1472100,9700,2175000,9700,1022000,,merge Sort Time(already sorted), time shuffled, time reversed
9800,1556400,9800,3154100,9800,1241800,,merge Sort Time(already sorted), time shuffled, time reversed
9900,2284700,9900,3674100,9900,1272300,,merge Sort Time(already sorted), time shuffled, time reversed
10000,1692200,10000,2387900,10000,1142100,,merge Sort Time(already sorted), time shuffled, time reversed
10100,1452500,10100,5680100,10100,4418700,,merge Sort Time(already sorted), time shuffled, time reversed
10200,1639900,10200,4060800,10200,2687700,,merge Sort Time(already sorted), time shuffled, time reversed
10300,1696400,10300,3183300,10300,1560400,,merge Sort Time(already sorted), time shuffled, time reversed
10400,2136100,10400,3625800,10400,1468300,,merge Sort Time(already sorted), time shuffled, time reversed
10500,2067400,10500,3845400,10500,1529400,,merge Sort Time(already sorted), time shuffled, time reversed
10600,1276100,10600,2276900,10600,1161000,,merge Sort Time(already sorted), time shuffled, time reversed
10700,1243600,10700,2468300,10700,1202300,,merge Sort Time(already sorted), time shuffled, time reversed
10800,1237400,10800,2752200,10800,1196100,,merge Sort Time(already sorted), time shuffled, time reversed
10900,1267300,10900,2251000,10900,1213000,,merge Sort Time(already sorted), time shuffled, time reversed
11000,1441400,11000,2656300,11000,1896300,,merge Sort Time(already sorted), time shuffled, time reversed
11100,1449400,11100,2890200,11100,1743400,,merge Sort Time(already sorted), time shuffled, time reversed
11200,1668100,11200,2650600,11200,1624100,,merge Sort Time(already sorted), time shuffled, time reversed
11300,5902700,11300,3217600,11300,1259200,,merge Sort Time(already sorted), time shuffled, time reversed
11400,1298200,11400,3381200,11400,1313100,,merge Sort Time(already sorted), time shuffled, time reversed
11500,1290600,11500,2458400,11500,1220200,,merge Sort Time(already sorted), time shuffled, time reversed
11600,1363300,11600,2792700,11600,1841300,,merge Sort Time(already sorted), time shuffled, time reversed
11700,1659300,11700,2621100,11700,1333100,,merge Sort Time(already sorted), time shuffled, time reversed
11800,1512100,11800,2691800,11800,1611700,,merge Sort Time(already sorted), time shuffled, time reversed
11900,2581800,11900,2852000,11900,1347700,,merge Sort Time(already sorted), time shuffled, time reversed
12000,1431300,12000,2923500,12000,1600900,,merge Sort Time(already sorted), time shuffled, time reversed
12100,1791600,12100,2791900,12100,1344400,,merge Sort Time(already sorted), time shuffled, time reversed
12200,1569600,12200,2900400,12200,1715800,,merge Sort Time(already sorted), time shuffled, time reversed
12300,1530800,12300,4973400,12300,1687000,,merge Sort Time(already sorted), time shuffled, time reversed
12400,1949800,12400,3099100,12400,1426900,,merge Sort Time(already sorted), time shuffled, time reversed
12500,1667400,12500,3158900,12500,1387900,,merge Sort Time(already sorted), time shuffled, time reversed
12600,1561200,12600,3209900,12600,1415000,,merge Sort Time(already sorted), time shuffled, time reversed
12700,1641200,12700,3520000,12700,1444700,,merge Sort Time(already sorted), time shuffled, time reversed
